cosine_feature,count_feature,hr_std,hr_mean,time_feature,psg_label,count_feature_lag_1,count_feature_lag_2,hr_std_lag_1,hr_std_lag_2,hr_mean_lag_1,hr_mean_lag_2,hr_mean_delta
-0.32763,0.0,0.163761,0.28278,0.275,0,0.0,0.0,0.193004,0.228241,0.316482,0.353619,-0.7868409438805907
-0.329691,0.0,0.158837,0.254274,0.283333,1,0.0,0.0,0.163761,0.193004,0.28278,0.316482,-0.6849835330634921
-0.33175,0.0,0.162363,0.238776,0.291667,1,0.0,0.0,0.158837,0.163761,0.254274,0.28278,-0.4701518442076873
-0.333807,0.0,0.165342,0.233416,0.3,1,0.0,0.0,0.162363,0.158837,0.238776,0.254274,-0.19699790714679635
-0.335863,0.0,0.164495,0.216629,0.308333,1,0.0,0.0,0.165342,0.162363,0.233416,0.238776,-0.21220984116872205
-0.337917,0.0,0.158914,0.189862,0.316667,2,0.0,0.0,0.164495,0.165342,0.216629,0.233416,-0.46484123884704637
-0.339969,0.0,0.145891,0.165301,0.325,2,0.0,0.0,0.158914,0.164495,0.189862,0.216629,-0.556584896788434
-0.34202,0.0,0.128294,0.145801,0.333333,2,0.0,0.0,0.145891,0.158914,0.165301,0.189862,-0.4708245208867022
-0.344069,0.0,0.105786,0.128003,0.341667,2,0.0,0.0,0.128294,0.145891,0.145801,0.165301,-0.3910120229888879
-0.346117,0.0,0.088337,0.113658,0.35,2,0.0,0.0,0.105786,0.128294,0.128003,0.145801,-0.3301760882464315
-0.348163,0.0,0.078487,0.10331,0.358333,2,0.0,0.0,0.088337,0.105786,0.113658,0.128003,-0.24225606616470538
-0.350207,0.0,0.073887,0.099395,0.366667,2,0.0,0.0,0.078487,0.088337,0.10331,0.113658,-0.11916803525028845
-0.35225,0.0,0.073276,0.100486,0.375,2,0.0,0.0,0.073887,0.078487,0.099395,0.10331,0.015827553017210585
-0.354291,0.0,0.07123,0.10719,0.383333,2,0.0,0.0,0.073276,0.073887,0.100486,0.099395,0.1411460381830966
-0.35633,0.0,0.070414,0.108045,0.391667,2,0.0,0.0,0.07123,0.073276,0.10719,0.100486,0.13836092070507144
-0.358368,0.0,0.067168,0.105506,0.4,2,0.0,0.0,0.070414,0.07123,0.108045,0.10719,0.02928108659750162
-0.360404,0.0,0.066775,0.105121,0.408333,2,0.0,0.0,0.067168,0.070414,0.105506,0.108045,0.014647418492623621
-0.362438,0.0,0.083473,0.113758,0.416667,2,0.0,0.0,0.066775,0.067168,0.105121,0.105506,0.14653925296045886
-0.36447,0.0,0.098581,0.124023,0.425,2,0.0,0.0,0.083473,0.066775,0.113758,0.105121,0.2722235798289669
-0.366501,0.0,0.114765,0.135558,0.433333,2,0.0,0.0,0.098581,0.083473,0.124023,0.113758,0.3064238783514964
-0.36853,0.0,0.130999,0.151168,0.441667,2,0.0,0.0,0.114765,0.098581,0.135558,0.124023,0.36950206869066776
-0.370557,0.0,0.134968,0.169335,0.45,2,0.0,0.0,0.130999,0.114765,0.151168,0.135558,0.447768590361273
-0.372583,0.0,0.136456,0.183481,0.458333,2,0.0,0.0,0.134968,0.130999,0.169335,0.151168,0.43049142092132037
-0.374607,0.0,0.137966,0.195246,0.466667,3,0.0,0.0,0.136456,0.134968,0.183481,0.169335,0.35493920865726486
-0.376629,0.0,0.138705,0.210751,0.475,3,0.0,0.0,0.137966,0.136456,0.195246,0.183481,0.3709772368464012
-0.378649,0.0,0.132302,0.231882,0.483333,3,0.0,0.0,0.138705,0.137966,0.210751,0.195246,0.4815086364192133
-0.380667,0.0,0.127041,0.251288,0.491667,3,0.0,0.0,0.132302,0.138705,0.231882,0.210751,0.5275456842233497
-0.382683,0.0,0.124914,0.26707,0.5,3,0.0,0.0,0.127041,0.132302,0.251288,0.231882,0.46442028850319417
-0.384698,0.0,0.1236,0.282815,0.508333,3,0.0,0.0,0.124914,0.127041,0.26707,0.251288,0.42121556355806666
-0.386711,0.0,0.116583,0.29619,0.516667,3,0.0,0.0,0.1236,0.124914,0.282815,0.26707,0.39280972555126
-0.388722,0.0,0.10599,0.308015,0.525,3,0.0,0.0,0.116583,0.1236,0.29619,0.282815,0.3465484521874519
-0.390731,0.0,0.100098,0.313883,0.533333,3,0.0,0.0,0.10599,0.116583,0.308015,0.29619,0.25795575342671123
-0.392738,0.0,0.091059,0.320599,0.541667,3,0.0,0.0,0.100098,0.10599,0.313883,0.308015,0.19766268056556524
-0.394744,0.0,0.082278,0.328131,0.55,3,0.0,0.0,0.091059,0.100098,0.320599,0.313883,0.2173001190546911
-0.396747,0.0,0.066444,0.339147,0.558333,3,0.0,0.0,0.082278,0.091059,0.328131,0.320599,0.26804590361192876
-0.398749,0.0,0.053649,0.350379,0.566667,3,0.0,0.0,0.066444,0.082278,0.339147,0.328131,0.3117108810216456
-0.400749,0.0,0.050579,0.359561,0.575,3,0.0,0.0,0.053649,0.066444,0.350379,0.339147,0.2900672138407219
-0.402747,0.0,0.053708,0.364767,0.583333,3,0.0,0.0,0.050579,0.053649,0.359561,0.350379,0.21895230738911314
-0.404743,0.0,0.055499,0.368526,0.591667,3,0.0,0.0,0.053708,0.050579,0.364767,0.359561,0.15495361212076375
-0.406737,0.0,0.056115,0.369661,0.6,3,0.0,0.0,0.055499,0.053708,0.368526,0.364767,0.1069103356248299
-0.408729,0.0,0.054642,0.367751,0.608333,3,0.0,0.0,0.056115,0.055499,0.369661,0.368526,0.04000850942599641
-0.410719,0.0,0.05631,0.370481,0.616667,3,0.0,0.0,0.054642,0.056115,0.367751,0.369661,0.0588316550931581
-0.412707,0.0,0.058325,0.376425,0.625,3,0.0,0.0,0.05631,0.054642,0.370481,0.367751,0.15151942065421595
-0.414693,0.0,0.058809,0.382338,0.633333,3,0.0,0.0,0.058325,0.05631,0.376425,0.370481,0.18908310257181787
-0.416677,0.0,0.063048,0.388564,0.641667,3,0.0,0.0,0.058809,0.058325,0.382338,0.376425,0.19241108193115306
-0.41866,0.0,0.065648,0.392523,0.65,3,0.0,0.0,0.063048,0.058809,0.388564,0.382338,0.1693512533207243
-0.42064,0.0,0.066601,0.394644,0.658333,3,0.0,0.0,0.065648,0.063048,0.392523,0.388564,0.12090673108643049
-0.422618,0.0,0.066742,0.395514,0.666667,3,0.0,0.0,0.066601,0.065648,0.394644,0.392523,0.0844523756219401
-0.424595,0.0,0.066419,0.394605,0.675,3,0.0,0.0,0.066742,0.066601,0.395514,0.394644,0.048694299526956385
-0.426569,0.0,0.065952,0.396945,0.683333,3,0.0,0.0,0.066419,0.066742,0.394605,0.395514,0.06604227703838458
-0.428541,0.0,0.064934,0.403964,0.691667,3,0.0,0.0,0.065952,0.066419,0.396945,0.394605,0.1596033421476363
-0.430511,0.0,0.056801,0.412241,0.7,3,0.0,0.0,0.064934,0.065952,0.403964,0.396945,0.2296679288723627
-0.432479,0.0,0.043994,0.420811,0.708333,3,0.0,0.0,0.056801,0.064934,0.412241,0.403964,0.24797181534870563
-0.434445,0.0,0.033912,0.42691,0.716667,3,0.0,0.0,0.043994,0.056801,0.420811,0.412241,0.22226848540320213
-0.436409,0.0,0.028167,0.429671,0.725,3,0.0,0.0,0.033912,0.043994,0.42691,0.420811,0.15371447086994786
-0.438371,0.0,0.027411,0.430102,0.733333,3,0.0,0.0,0.028167,0.033912,0.429671,0.42691,0.08682444601635991
-0.440331,0.0,0.028171,0.42839,0.741667,3,0.0,0.0,0.027411,0.028167,0.430102,0.429671,0.03403702873158646
-0.442289,0.0,0.029567,0.429543,0.75,3,0.0,0.0,0.028171,0.027411,0.42839,0.430102,0.04255759999910476
-0.444244,0.0,0.032496,0.432571,0.758333,3,0.0,0.0,0.029567,0.028171,0.429543,0.42839,0.09849597646452486
-0.446198,0.0,0.034134,0.435942,0.766667,3,0.0,0.0,0.032496,0.029567,0.432571,0.429543,0.12467136021986296
-0.448149,0.0,0.032642,0.439424,0.775,3,0.0,0.0,0.034134,0.032496,0.435942,0.432571,0.13002917096148775
-0.450098,0.0,0.032728,0.441493,0.783333,3,0.0,0.0,0.032642,0.034134,0.439424,0.435942,0.11466381945136626
-0.452046,0.0,0.033659,0.44277,0.791667,3,0.0,0.0,0.032728,0.032642,0.441493,0.439424,0.0886418531842243
-0.45399,0.0,0.064332,0.431729,0.8,3,0.0,0.0,0.033659,0.032728,0.44277,0.441493,-0.06607378298912306
-0.455933,0.0,0.073377,0.423515,0.808333,3,0.0,0.0,0.064332,0.033659,0.431729,0.44277,-0.17808035071766828
-0.457874,0.0,0.106263,0.4379,0.816667,3,0.0,0.0,0.073377,0.064332,0.423515,0.431729,0.12198065350380534
-0.459812,0.0,0.153178,0.462872,0.825,3,0.0,0.0,0.106263,0.073377,0.4379,0.423515,0.5136200968332241
-0.461749,0.0,0.174642,0.484512,0.833333,3,0.0,0.0,0.153178,0.106263,0.462872,0.4379,0.5992388565920053
-0.463683,1e-06,0.178545,0.497238,0.841667,3,0.0,0.0,0.174642,0.153178,0.484512,0.462872,0.45471958271109003
-0.465615,1.3e-05,0.184129,0.491928,0.85,3,1e-06,0.0,0.178545,0.174642,0.497238,0.484512,0.13667332833491191
-0.467544,0.000158,0.22424,0.464722,0.858333,3,1.3e-05,1e-06,0.184129,0.178545,0.491928,0.497238,-0.33457799002314076
-0.469472,0.00138,0.299064,0.421271,0.866667,3,0.000158,1.3e-05,0.22424,0.184129,0.464722,0.491928,-0.7846930990458416
-0.471397,0.008449,0.370384,0.371014,0.875,3,0.00138,0.000158,0.299064,0.22424,0.421271,0.464722,-1.0567259083083755
-0.47332,0.036278,0.38353,0.346252,0.883333,3,0.008449,0.00138,0.370384,0.299064,0.371014,0.421271,-0.8361705670083239
-0.47524,0.109246,0.386789,0.332169,0.891667,3,0.036278,0.008449,0.38353,0.370384,0.346252,0.371014,-0.4092687040842479
-0.477159,0.230742,0.389119,0.318428,0.9,3,0.109246,0.036278,0.386789,0.38353,0.332169,0.346252,-0.27920607812952225
-0.479075,0.341835,0.391062,0.304277,0.908333,3,0.230742,0.109246,0.389119,0.386789,0.318428,0.332169,-0.2800085696062409
-0.480989,0.35521,0.391085,0.286855,0.916667,0,0.341835,0.230742,0.391062,0.389119,0.304277,0.318428,-0.3234493214562857
-0.4829,0.2589,0.390261,0.267089,0.925,0,0.35521,0.341835,0.391085,0.391062,0.286855,0.304277,-0.38971387501184224
-0.48481,0.132358,0.389832,0.245027,0.933333,0,0.2589,0.35521,0.390261,0.391085,0.267089,0.286855,-0.4444721169526762
-0.486717,0.04746,0.388528,0.225206,0.941667,0,0.132358,0.2589,0.389832,0.390261,0.245027,0.267089,-0.445121190941199
-0.488621,0.011936,0.384961,0.208297,0.95,1,0.04746,0.132358,0.388528,0.389832,0.225206,0.245027,-0.38430885888923394
-0.490524,0.002105,0.380005,0.194781,0.958333,2,0.011936,0.04746,0.384961,0.388528,0.208297,0.225206,-0.30990137711402793
-0.492424,0.00026,0.379845,0.198987,0.966667,2,0.002105,0.011936,0.380005,0.384961,0.194781,0.208297,-0.06071597224749795
-0.494321,2.3e-05,0.378751,0.199297,0.975,2,0.00026,0.002105,0.379845,0.380005,0.198987,0.194781,0.1024494271218911
-0.496217,1e-06,0.355899,0.172323,0.983333,2,2.3e-05,0.00026,0.378751,0.379845,0.199297,0.198987,-0.2655165176443136
-0.498109,0.0,0.32084,0.151162,0.991667,2,1e-06,2.3e-05,0.355899,0.378751,0.172323,0.199297,-0.5189032014183736
-0.5,0.0,0.296526,0.13815,1.0,3,0.0,1e-06,0.32084,0.355899,0.151162,0.172323,-0.3541328190955464
-0.501888,0.0,0.28832,0.133468,1.008333,3,0.0,0.0,0.296526,0.32084,0.13815,0.151162,-0.1596584507888659
-0.503774,6e-06,0.290648,0.137367,1.016667,3,0.0,0.0,0.28832,0.296526,0.133468,0.13815,0.03991409866402969
-0.505657,0.000128,0.285376,0.149943,1.025,3,6e-06,0.0,0.290648,0.28832,0.137367,0.133468,0.24358171491724212
-0.507538,0.001919,0.253942,0.172044,1.033333,3,0.000128,6e-06,0.285376,0.290648,0.149943,0.137367,0.45838980108255545
-0.509417,0.020146,0.199105,0.195133,1.041667,3,0.001919,0.000128,0.253942,0.285376,0.172044,0.149943,0.5824573436523794
-0.511293,0.148288,0.19177,0.200423,1.05,3,0.020146,0.001919,0.199105,0.253942,0.195133,0.172044,0.3840649287240703
-0.513167,0.765445,0.199771,0.214295,1.058333,3,0.148288,0.020146,0.19177,0.199105,0.200423,0.195133,0.2752919295928932
-0.515038,2.771009,0.246462,0.252569,1.066667,3,0.765445,0.148288,0.199771,0.19177,0.214295,0.200423,0.6645475011826462
-0.516907,7.03565,0.279873,0.290972,1.075,3,2.771009,0.765445,0.246462,0.199771,0.252569,0.214295,0.954046301409066
-0.518773,12.529433,0.3172,0.335319,1.083333,3,7.03565,2.771009,0.279873,0.246462,0.290972,0.252569,1.0257158710872303
-0.520637,15.650608,0.334625,0.375435,1.091667,3,12.529433,7.03565,0.3172,0.279873,0.335319,0.290972,1.0459315754934047
-0.522499,13.712231,0.346112,0.419698,1.1,0,15.650608,12.529433,0.334625,0.3172,0.375435,0.335319,1.044940262492752
-0.524357,8.426735,0.35711,0.46604,1.108333,2,13.712231,15.650608,0.346112,0.334625,0.419698,0.375435,1.1184154379935336
-0.526214,3.632241,0.366375,0.50956,1.116667,2,8.426735,13.712231,0.35711,0.346112,0.46604,0.419698,1.1096470384758528
-0.528068,1.098087,0.377592,0.551711,1.125,5,3.632241,8.426735,0.366375,0.35711,0.50956,0.46604,1.0601876005504138
-0.529919,0.232821,0.379608,0.579509,1.133333,5,1.098087,3.632241,0.377592,0.366375,0.551711,0.50956,0.8746468505948579
-0.531768,0.034618,0.376614,0.587651,1.141667,5,0.232821,1.098087,0.379608,0.377592,0.579509,0.551711,0.4732949001280892
-0.533615,0.003609,0.371744,0.593138,1.15,5,0.034618,0.232821,0.376614,0.379608,0.587651,0.579509,0.20999508634749822
-0.535458,0.000264,0.375916,0.582854,1.158333,5,0.003609,0.034618,0.371744,0.376614,0.593138,0.587651,-0.007456501152890237
-0.5373,1.4e-05,0.377739,0.578411,1.166667,5,0.000264,0.003609,0.375916,0.371744,0.582854,0.593138,-0.12464385944437237
-0.539138,0.0,0.392047,0.601934,1.175,5,1.4e-05,0.000264,0.377739,0.375916,0.578411,0.582854,0.2743242192827316
-0.540974,0.0,0.420854,0.650815,1.183333,5,0.0,1.4e-05,0.392047,0.377739,0.601934,0.578411,0.9036191531734669
-0.542808,0.0,0.438321,0.714164,1.191667,5,0.0,0.0,0.420854,0.392047,0.650815,0.601934,1.373619528935458
-0.544639,0.0,0.426994,0.781068,1.2,5,0.0,0.0,0.438321,0.420854,0.714164,0.650815,1.5863151743017592
-0.546467,0.0,0.377605,0.839011,1.208333,5,0.0,0.0,0.426994,0.438321,0.781068,0.714164,1.5225171019025896
-0.548293,0.0,0.33098,0.873604,1.216667,5,0.0,0.0,0.377605,0.426994,0.839011,0.781068,1.141203835663308
-0.550116,0.0,0.32082,0.879166,1.225,5,0.0,0.0,0.33098,0.377605,0.873604,0.839011,0.523037570339428
-0.551937,0.0,0.344154,0.850113,1.233333,5,0.0,0.0,0.32082,0.33098,0.879166,0.873604,-0.22807084917917086
-0.553755,0.0,0.357678,0.826111,1.241667,5,0.0,0.0,0.344154,0.32082,0.850113,0.879166,-0.5769658200280501
-0.55557,0.0,0.36541,0.796901,1.25,5,0.0,0.0,0.357678,0.344154,0.826111,0.850113,-0.5788186312316524
-0.557383,0.0,0.37941,0.767668,1.258333,5,0.0,0.0,0.36541,0.357678,0.796901,0.826111,-0.6405514682127946
-0.559193,0.0,0.398652,0.729898,1.266667,5,0.0,0.0,0.37941,0.36541,0.767668,0.796901,-0.7415709835174347
-0.561,0.0,0.411569,0.689088,1.275,5,0.0,0.0,0.398652,0.37941,0.729898,0.767668,-0.8781951574288643
-0.562805,0.0,0.422351,0.645525,1.283333,5,0.0,0.0,0.411569,0.398652,0.689088,0.729898,-0.9465603504381858
-0.564607,0.0,0.422109,0.603133,1.291667,5,0.0,0.0,0.422351,0.411569,0.645525,0.689088,-0.9652300786171507
-0.566406,0.0,0.420534,0.577596,1.3,5,0.0,0.0,0.422109,0.422351,0.603133,0.645525,-0.7524990292151107
-0.568203,0.0,0.420764,0.57463,1.308333,5,0.0,0.0,0.420534,0.422109,0.577596,0.603133,-0.287219191551468
-0.569997,0.0,0.418646,0.578966,1.316667,5,0.0,0.0,0.420764,0.420534,0.57463,0.577596,0.06532239497838616
-0.571788,0.0,0.418251,0.579636,1.325,5,0.0,0.0,0.418646,0.420764,0.578966,0.57463,0.10823208629236794
-0.573576,0.0,0.427876,0.561588,1.333333,5,0.0,0.0,0.418251,0.418646,0.579636,0.578966,-0.1559292256911714
-0.575362,0.0,0.430508,0.508394,1.341667,5,0.0,0.0,0.427876,0.418251,0.561588,0.579636,-0.7915968860146758
-0.577145,0.0,0.399247,0.438612,1.35,5,0.0,0.0,0.430508,0.427876,0.508394,0.561588,-1.4021276809644778
-0.578925,0.0,0.33233,0.373659,1.358333,5,0.0,0.0,0.399247,0.430508,0.438612,0.508394,-1.5408996997106554
-0.580703,0.0,0.246657,0.323193,1.366667,5,0.0,0.0,0.33233,0.399247,0.373659,0.438612,-1.3129449149414438
-0.582478,0.0,0.182353,0.285916,1.375,5,0.0,0.0,0.246657,0.33233,0.323193,0.373659,-0.9863308839167652
-0.58425,0.0,0.154433,0.269263,1.383333,5,0.0,0.0,0.182353,0.246657,0.285916,0.323193,-0.5872919971181866
-0.586019,0.0,0.153087,0.268762,1.391667,5,0.0,0.0,0.154433,0.182353,0.269263,0.285916,-0.15328572435609666
-0.587785,0.0,0.154986,0.272133,1.4,5,0.0,0.0,0.153087,0.154433,0.268762,0.269263,0.08302441284719078
-0.589549,0.0,0.151283,0.265663,1.408333,5,0.0,0.0,0.154986,0.153087,0.272133,0.268762,0.01258218307459623
-0.59131,0.0,0.146891,0.256717,1.416667,5,0.0,0.0,0.151283,0.154986,0.265663,0.272133,-0.13277498631877627
-0.593068,0.0,0.147914,0.248623,1.425,5,0.0,0.0,0.146891,0.151283,0.256717,0.265663,-0.1519403709980672
-0.594823,0.0,0.150229,0.245354,1.433333,5,0.0,0.0,0.147914,0.146891,0.248623,0.256717,-0.0849441340372673
-0.596575,0.0,0.154519,0.23999,1.441667,5,0.0,0.0,0.150229,0.147914,0.245354,0.248623,-0.05272646151604431
-0.598325,0.0,0.160524,0.234231,1.45,5,0.0,0.0,0.154519,0.150229,0.23999,0.245354,-0.08211181117825878
-0.600071,0.0,0.161607,0.230987,1.458333,5,0.0,0.0,0.160524,0.154519,0.234231,0.23999,-0.05709295925701605
-0.601815,0.0,0.160163,0.220454,1.466667,5,0.0,0.0,0.161607,0.160524,0.230987,0.234231,-0.1134325814607958
-0.603556,0.0,0.153327,0.205083,1.475,5,0.0,0.0,0.160163,0.161607,0.220454,0.230987,-0.25654749525745313
-0.605294,0.0,0.145656,0.195193,1.483333,5,0.0,0.0,0.153327,0.160163,0.205083,0.220454,-0.24895923026435912
-0.607029,0.0,0.143302,0.185302,1.491667,5,0.0,0.0,0.145656,0.153327,0.195193,0.205083,-0.1842878583169952
-0.608761,0.0,0.144649,0.181763,1.5,5,0.0,0.0,0.143302,0.145656,0.185302,0.195193,-0.1093375146604793
-0.610491,0.0,0.136397,0.191508,1.508333,5,0.0,0.0,0.144649,0.143302,0.181763,0.185302,0.12239370058741053
-0.612217,0.0,0.126499,0.200368,1.516667,5,0.0,0.0,0.136397,0.144649,0.191508,0.181763,0.26871858029094364
-0.613941,0.0,0.126171,0.198611,1.525,5,0.0,0.0,0.126499,0.136397,0.200368,0.191508,0.13297950727295507
-0.615661,0.0,0.122729,0.193076,1.533333,5,0.0,0.0,0.126171,0.126499,0.198611,0.200368,-0.036900857541333466
-0.617379,0.0,0.121724,0.192283,1.541667,5,0.0,0.0,0.122729,0.126171,0.193076,0.198611,-0.02552436072431554
-0.619094,0.0,0.112673,0.184291,1.55,5,0.0,0.0,0.121724,0.122729,0.192283,0.193076,-0.05452026599341627
-0.620806,0.0,0.089211,0.169995,1.558333,5,0.0,0.0,0.112673,0.121724,0.184291,0.192283,-0.21387383084838965
-0.622515,0.0,0.078227,0.154275,1.566667,5,0.0,0.0,0.089211,0.112673,0.169995,0.184291,-0.30507462690846776
-0.624221,0.0,0.07667,0.142732,1.575,5,0.0,0.0,0.078227,0.089211,0.154275,0.169995,-0.27258552344658954
-0.625923,0.0,0.076479,0.132202,1.583333,5,0.0,0.0,0.07667,0.078227,0.142732,0.154275,-0.2113365416205278
-0.627623,0.0,0.080477,0.124996,1.591667,5,0.0,0.0,0.076479,0.07667,0.132202,0.142732,-0.16015410728919258
-0.62932,0.0,0.087377,0.118012,1.6,5,0.0,0.0,0.080477,0.076479,0.124996,0.132202,-0.11830653704733977
-0.631014,0.0,0.098371,0.11002,1.608333,5,0.0,0.0,0.087377,0.080477,0.118012,0.124996,-0.12758239441059316
-0.632705,0.0,0.114242,0.100836,1.616667,2,0.0,0.0,0.098371,0.087377,0.11002,0.118012,-0.15354535395150587
-0.634393,0.0,0.126568,0.086186,1.625,2,0.0,0.0,0.114242,0.098371,0.100836,0.11002,-0.23211871059850364
-0.636078,0.0,0.138628,0.06998,1.633333,2,0.0,0.0,0.126568,0.114242,0.086186,0.100836,-0.31498775691499775
-0.63776,0.0,0.140661,0.061426,1.641667,2,0.0,0.0,0.138628,0.126568,0.06998,0.086186,-0.2430467562961785
-0.639439,0.0,0.136142,0.054575,1.65,2,0.0,0.0,0.140661,0.138628,0.061426,0.06998,-0.13264517152107125
-0.641115,0.0,0.135367,0.054008,1.658333,2,0.0,0.0,0.136142,0.140661,0.054575,0.061426,-0.03838782704231309
-0.642788,0.0,0.13623,0.057269,1.666667,2,0.0,0.0,0.135367,0.136142,0.054008,0.054575,0.08094737608391735
-0.644457,0.0,0.134865,0.054972,1.675,2,0.0,0.0,0.13623,0.135367,0.057269,0.054008,0.06053104880856343
-0.646124,0.0,0.133626,0.049599,1.683333,2,0.0,0.0,0.134865,0.13623,0.054972,0.057269,-0.041361766044272184
-0.647788,0.0,0.134684,0.042139,1.691667,2,0.0,0.0,0.133626,0.134865,0.049599,0.054972,-0.10229211154869533
-0.649448,0.0,0.128594,0.029473,1.7,2,0.0,0.0,0.134684,0.133626,0.042139,0.049599,-0.18835932242682016
-0.651105,0.0,0.115063,0.017151,1.708333,2,0.0,0.0,0.128594,0.134684,0.029473,0.042139,-0.24573746301223678
-0.65276,0.0,0.105517,0.009829,1.716667,2,0.0,0.0,0.115063,0.128594,0.017151,0.029473,-0.1826710740183112
-0.654411,0.0,0.098652,0.005595,1.725,2,0.0,0.0,0.105517,0.115063,0.009829,0.017151,-0.08722179366972027
-0.656059,0.0,0.104149,0.010835,1.733333,2,0.0,0.0,0.098652,0.105517,0.005595,0.009829,0.06102670530888994
-0.657704,0.0,0.121732,0.023652,1.741667,2,0.0,0.0,0.104149,0.098652,0.010835,0.005595,0.26225144309620746
-0.659346,0.0,0.129406,0.03311,1.75,2,0.0,0.0,0.121732,0.104149,0.023652,0.010835,0.3120295173432842
-0.660985,0.0,0.132734,0.041408,1.758333,2,0.0,0.0,0.129406,0.121732,0.03311,0.023652,0.2586992381772008
-0.66262,0.0,0.135882,0.052934,1.766667,2,0.0,0.0,0.132734,0.129406,0.041408,0.03311,0.28310442014565856
